0.01 -1.88105e-05 
0.0209 -1.81023e-05 
0.0318 -1.74191e-05 
0.0427 -1.67609e-05 
0.0536 -1.61275e-05 
0.0645 -1.55186e-05 
0.0754 -1.49337e-05 
0.0863 -1.43722e-05 
0.0972 -1.38335e-05 
0.1081 -1.33168e-05 
0.119 -1.28215e-05 
0.1299 -1.23468e-05 
0.1408 -1.18919e-05 
0.1517 -1.14559e-05 
0.1626 -1.1038e-05 
0.1735 -1.06376e-05 
0.1844 -1.02538e-05 
0.1953 -9.88572e-06 
0.2062 -9.53276e-06 
0.2171 -9.19409e-06 
0.228 -8.86898e-06 
0.2389 -8.55675e-06 
0.2498 -8.25663e-06 
0.2607 -7.96796e-06 
0.2716 -7.68992e-06 
0.2825 -7.42183e-06 
0.2934 -7.16283e-06 
0.3043 -6.91195e-06 
0.3152 -6.66803e-06 
0.3261 -6.42938e-06 
0.337 -6.19436e-06 
0.3479 -5.96343e-06 
0.3588 -5.73959e-06 
0.3697 -5.52524e-06 
0.3806 -5.32129e-06 
0.3915 -5.128e-06 
0.4024 -4.94515e-06 
0.4133 -4.77237e-06 
0.4242 -4.60915e-06 
0.4351 -4.45496e-06 
0.446 -4.30929e-06 
0.4569 -4.17156e-06 
0.4678 -4.04134e-06 
0.4787 -3.9181e-06 
0.4896 -3.80142e-06 
0.5005 -3.69085e-06 
0.5114 -3.58604e-06 
0.5223 -3.4866e-06 
0.5332 -3.3922e-06 
0.5441 -3.30254e-06 
0.555 -3.21733e-06 
0.5659 -3.1363e-06 
0.5768 -3.0592e-06 
0.5877 -2.98583e-06 
0.5986 -2.91594e-06 
0.6095 -2.84937e-06 
0.6204 -2.78593e-06 
0.6313 -2.72546e-06 
0.6422 -2.66779e-06 
0.6531 -2.61279e-06 
0.664 -2.56033e-06 
0.6749 -2.5103e-06 
0.6858 -2.46256e-06 
0.6967 -2.41702e-06 
0.7076 -2.37358e-06 
0.7185 -2.33216e-06 
0.7294 -2.29269e-06 
0.7403 -2.25506e-06 
0.7512 -2.21923e-06 
0.7621 -2.18513e-06 
0.773 -2.15269e-06 
0.7839 -2.12187e-06 
0.7948 -2.09263e-06 
0.8057 -2.0649e-06 
0.8166 -2.03867e-06 
0.8275 -2.01389e-06 
0.8384 -1.99054e-06 
0.8493 -1.9686e-06 
0.8602 -1.94803e-06 
0.8711 -1.92884e-06 
0.882 -1.91102e-06 
0.8929 -1.89454e-06 
0.9038 -1.87941e-06 
0.9147 -1.86564e-06 
0.9256 -1.85324e-06 
0.9365 -1.84222e-06 
0.9474 -1.83261e-06 
0.9583 -1.82442e-06 
0.9692 -1.81772e-06 
0.9801 -1.81251e-06 
0.991 -1.80887e-06 
1.0019 -1.80687e-06 
1.0128 -1.80656e-06 
1.0237 -1.80803e-06 
1.0346 -1.81139e-06 
1.0455 -1.81674e-06 
1.0564 -1.82421e-06 
1.0673 -1.83395e-06 
1.0782 -1.84616e-06 
1.0891 -1.86099e-06 
1.1 -1.87869e-06 
1.1109 -1.89955e-06 
1.1218 -1.92381e-06 
1.1327 -1.95184e-06 
1.1436 -1.98399e-06 
1.1545 -2.02074e-06 
1.1654 -2.06257e-06 
1.1763 -2.1101e-06 
1.1872 -2.16441e-06 
1.1981 -2.22735e-06 
1.209 -2.30112e-06 
1.2199 -2.38759e-06 
1.2308 -2.48878e-06 
1.2417 -2.60696e-06 
1.2526 -2.7447e-06 
1.2635 -2.90495e-06 
1.2744 -3.09079e-06 
1.2853 -3.30525e-06 
1.2962 -3.55045e-06 
1.3071 -3.82621e-06 
1.318 -4.12796e-06 
1.3289 -4.44278e-06 
1.3398 -4.74433e-06 
1.3507 -4.98929e-06 
1.3616 -5.1185e-06 
1.3725 -5.07188e-06 
1.3834 -4.8158e-06 
1.3943 -4.36821e-06 
1.4052 -3.79716e-06 
1.4161 -3.18962e-06 
1.427 -2.61696e-06 
1.4379 -2.11917e-06 
1.4488 -1.70841e-06 
1.4597 -1.38003e-06 
1.4706 -1.12216e-06 
1.4815 -9.21417e-07 
1.4924 -7.6557e-07 
1.5033 -6.44461e-07 
1.5142 -5.50061e-07 
1.5251 -4.76144e-07 
1.536 -4.17974e-07 
1.5469 -3.7193e-07 
1.5578 -3.35258e-07 
1.5687 -3.05857e-07 
1.5796 -2.82115e-07 
1.5905 -2.62781e-07 
1.6014 -2.46884e-07 
1.6123 -2.33661e-07 
1.6232 -2.22508e-07 
1.6341 -2.12943e-07 
1.645 -2.04575e-07 
1.6559 -1.97086e-07 
1.6668 -1.90213e-07 
1.6777 -1.83736e-07 
1.6886 -1.77469e-07 
1.6995 -1.71252e-07 
1.7104 -1.64948e-07 
1.7213 -1.58436e-07 
1.7322 -1.5161e-07 
1.7431 -1.44379e-07 
1.754 -1.36662e-07 
1.7649 -1.28394e-07 
1.7758 -1.19524e-07 
1.7867 -1.10017e-07 
1.7976 -9.98673e-08 
1.8085 -8.91052e-08 
1.8194 -7.78412e-08 
1.8303 -6.63815e-08 
1.8412 -5.56289e-08 
1.8521 -4.81327e-08 
1.863 -4.65029e-08 
1.8739 -4.79651e-08 
1.8848 -4.97596e-08 
1.8957 -5.12086e-08 
1.9066 -5.22444e-08 
1.9175 -5.29164e-08 
1.9284 -5.32877e-08 
1.9393 -5.34143e-08 
1.9502 -5.3342e-08 
1.9611 -5.31079e-08 
1.972 -5.27419e-08 
1.9829 -5.22681e-08 
1.9938 -5.17064e-08 
2.0047 -5.10729e-08 
2.0156 -5.03812e-08 
2.0265 -4.96424e-08 
2.0374 -4.88661e-08 
2.0483 -4.80601e-08 
2.0592 -4.72311e-08 
2.0701 -4.63849e-08 
2.081 -4.55262e-08 
2.0919 -4.46593e-08 
2.1028 -4.37875e-08 
2.1137 -4.29139e-08 
2.1246 -4.20412e-08 
2.1355 -4.11714e-08 
2.1464 -4.03066e-08 
2.1573 -3.94481e-08 
2.1682 -3.85975e-08 
2.1791 -3.7756e-08 
2.19 -3.69244e-08 
2.2009 -3.61036e-08 
2.2118 -3.52943e-08 
2.2227 -3.4497e-08 
2.2336 -3.37123e-08 
2.2445 -3.29404e-08 
2.2554 -3.21817e-08 
2.2663 -3.14364e-08 
2.2772 -3.07046e-08 
2.2881 -2.99865e-08 
2.299 -2.92822e-08 
2.3099 -2.85916e-08 
2.3208 -2.79147e-08 
2.3317 -2.72515e-08 
2.3426 -2.66019e-08 
2.3535 -2.59658e-08 
2.3644 -2.53431e-08 
2.3753 -2.47338e-08 
2.3862 -2.41375e-08 
2.3971 -2.35542e-08 
2.408 -2.29836e-08 
2.4189 -2.24257e-08 
2.4298 -2.18802e-08 
2.4407 -2.13469e-08 
2.4516 -2.08256e-08 
2.4625 -2.03162e-08 
2.4734 -1.98183e-08 
2.4843 -1.93319e-08 
2.4952 -1.88566e-08 
2.5061 -1.83923e-08 
2.517 -1.79388e-08 
2.5279 -1.74959e-08 
2.5388 -1.70633e-08 
2.5497 -1.66408e-08 
2.5606 -1.62282e-08 
2.5715 -1.58254e-08 
2.5824 -1.54322e-08 
2.5933 -1.50481e-08 
2.6042 -1.46732e-08 
2.6151 -1.43072e-08 
2.626 -1.395e-08 
2.6369 -1.36012e-08 
2.6478 -1.32609e-08 
2.6587 -1.29286e-08 
2.6696 -1.26043e-08 
2.6805 -1.22878e-08 
2.6914 -1.1979e-08 
2.7023 -1.16776e-08 
2.7132 -1.13835e-08 
2.7241 -1.10965e-08 
2.735 -1.08164e-08 
2.7459 -1.0543e-08 
2.7568 -1.02764e-08 
2.7677 -1.00162e-08 
2.7786 -9.76238e-09 
2.7895 -9.51468e-09 
2.8004 -9.27302e-09 
2.8113 -9.03726e-09 
2.8222 -8.80728e-09 
2.8331 -8.58291e-09 
2.844 -8.36404e-09 
2.8549 -8.15054e-09 
2.8658 -7.94222e-09 
2.8767 -7.73906e-09 
2.8876 -7.54093e-09 
2.8985 -7.34764e-09 
2.9094 -7.15911e-09 
2.9203 -6.97524e-09 
2.9312 -6.79592e-09 
2.9421 -6.62101e-09 
2.953 -6.45047e-09 
2.9639 -6.28415e-09 
2.9748 -6.12198e-09 
2.9857 -5.9638e-09 
2.9966 -5.80961e-09 
3.0075 -5.65926e-09 
3.0184 -5.51268e-09 
3.0293 -5.36975e-09 
3.0402 -5.23044e-09 
3.0511 -5.09466e-09 
3.062 -4.96236e-09 
3.0729 -4.83342e-09 
3.0838 -4.70774e-09 
3.0947 -4.5853e-09 
3.1056 -4.46599e-09 
3.1165 -4.34974e-09 
3.1274 -4.23646e-09 
3.1383 -4.12613e-09 
3.1492 -4.01864e-09 
3.1601 -3.91396e-09 
3.171 -3.81201e-09 
3.1819 -3.71274e-09 
3.1928 -3.61607e-09 
3.2037 -3.52198e-09 
3.2146 -3.4304e-09 
3.2255 -3.34126e-09 
3.2364 -3.25453e-09 
3.2473 -3.17016e-09 
3.2582 -3.08811e-09 
3.2691 -3.00833e-09 
3.28 -2.9308e-09 
3.2909 -2.85546e-09 
3.3018 -2.78231e-09 
3.3127 -2.7113e-09 
3.3236 -2.64242e-09 
3.3345 -2.57567e-09 
3.3454 -2.51105e-09 
3.3563 -2.44859e-09 
3.3672 -2.38831e-09 
3.3781 -2.33014e-09 
3.389 -2.27384e-09 
3.3999 -2.21908e-09 
3.4108 -2.16568e-09 
3.4217 -2.11358e-09 
3.4326 -2.0627e-09 
3.4435 -2.013e-09 
3.4544 -1.96444e-09 
3.4653 -1.91696e-09 
3.4762 -1.87056e-09 
3.4871 -1.82522e-09 
3.498 -1.78087e-09 
3.5089 -1.73752e-09 
3.5198 -1.69515e-09 
3.5307 -1.65372e-09 
3.5416 -1.61321e-09 
3.5525 -1.57361e-09 
3.5634 -1.53487e-09 
3.5743 -1.49702e-09 
3.5852 -1.45998e-09 
3.5961 -1.42379e-09 
3.607 -1.3884e-09 
3.6179 -1.3538e-09 
3.6288 -1.31995e-09 
3.6397 -1.28687e-09 
3.6506 -1.25452e-09 
3.6615 -1.22289e-09 
3.6724 -1.19197e-09 
3.6833 -1.16174e-09 
3.6942 -1.13218e-09 
3.7051 -1.10327e-09 
3.716 -1.07502e-09 
3.7269 -1.0474e-09 
3.7378 -1.02039e-09 
3.7487 -9.93982e-10 
3.7596 -9.6817e-10 
3.7705 -9.42939e-10 
3.7814 -9.1827e-10 
3.7923 -8.94159e-10 
3.8032 -8.70587e-10 
3.8141 -8.4755e-10 
3.825 -8.25029e-10 
3.8359 -8.03013e-10 
3.8468 -7.81493e-10 
3.8577 -7.60467e-10 
3.8686 -7.39909e-10 
3.8795 -7.19824e-10 
3.8904 -7.00196e-10 
3.9013 -6.8101e-10 
3.9122 -6.62259e-10 
3.9231 -6.4394e-10 
3.934 -6.26037e-10 
3.9449 -6.08548e-10 
3.9558 -5.9146e-10 
3.9667 -5.74763e-10 
3.9776 -5.58453e-10 
3.9885 -5.42517e-10 
3.9994 -5.26952e-10 
4.0103 -5.11744e-10 
4.0212 -4.96892e-10 
4.0321 -4.8239e-10 
4.043 -4.68219e-10 
4.0539 -4.54385e-10 
4.0648 -4.40876e-10 
4.0757 -4.27684e-10 
4.0866 -4.14804e-10 
4.0975 -4.02228e-10 
4.1084 -3.89951e-10 
4.1193 -3.77966e-10 
4.1302 -3.66269e-10 
4.1411 -3.54852e-10 
4.152 -3.43708e-10 
4.1629 -3.32835e-10 
4.1738 -3.22224e-10 
4.1847 -3.11871e-10 
4.1956 -3.01774e-10 
4.2065 -2.91921e-10 
4.2174 -2.82314e-10 
4.2283 -2.72942e-10 
4.2392 -2.63805e-10 
4.2501 -2.54893e-10 
4.261 -2.46208e-10 
4.2719 -2.3774e-10 
4.2828 -2.29486e-10 
4.2937 -2.21443e-10 
4.3046 -2.13606e-10 
4.3155 -2.05971e-10 
4.3264 -1.98536e-10 
4.3373 -1.91292e-10 
4.3482 -1.84238e-10 
4.3591 -1.77372e-10 
4.37 -1.70686e-10 
4.3809 -1.6418e-10 
4.3918 -1.57851e-10 
4.4027 -1.51692e-10 
4.4136 -1.45703e-10 
4.4245 -1.39879e-10 
4.4354 -1.34217e-10 
4.4463 -1.28714e-10 
4.4572 -1.23368e-10 
4.4681 -1.18174e-10 
4.479 -1.1313e-10 
4.4899 -1.08235e-10 
4.5008 -1.03483e-10 
4.5117 -9.88736e-11 
4.5226 -9.44037e-11 
4.5335 -9.00705e-11 
4.5444 -8.58717e-11 
4.5553 -8.1806e-11 
4.5662 -7.7869e-11 
4.5771 -7.40598e-11 
4.588 -7.03764e-11 
4.5989 -6.6816e-11 
4.6098 -6.3377e-11 
4.6207 -6.00572e-11 
4.6316 -5.68556e-11 
4.6425 -5.37695e-11 
4.6534 -5.07981e-11 
4.6643 -4.79387e-11 
4.6752 -4.51908e-11 
4.6861 -4.25524e-11 
4.697 -4.00228e-11 
4.7079 -3.76005e-11 
4.7188 -3.52844e-11 
4.7297 -3.30738e-11 
4.7406 -3.09679e-11 
4.7515 -2.89663e-11 
4.7624 -2.70686e-11 
4.7733 -2.52746e-11 
4.7842 -2.35846e-11 
4.7951 -2.19993e-11 
4.806 -2.05192e-11 
4.8169 -1.91464e-11 
4.8278 -1.7883e-11 
4.8387 -1.6732e-11 
4.8496 -1.56984e-11 
4.8605 -1.47883e-11 
4.8714 -1.40111e-11 
4.8823 -1.33781e-11 
4.8932 -1.2895e-11 
4.9041 -1.25351e-11 
4.915 -1.22488e-11 
4.9259 -1.20043e-11 
4.9368 -1.17861e-11 
4.9477 -1.15865e-11 
4.9586 -1.14009e-11 
4.9695 -1.12263e-11 
4.9804 -1.10609e-11 
4.9913 -1.09032e-11 
5.0022 -1.07521e-11 
5.0131 -1.06071e-11 
5.024 -1.04672e-11 
5.0349 -1.0332e-11 
5.0458 -1.02012e-11 
5.0567 -1.00743e-11 
5.0676 -9.95105e-12 
5.0785 -9.8312e-12 
5.0894 -9.71454e-12 
5.1003 -9.60083e-12 
5.1112 -9.48992e-12 
5.1221 -9.38167e-12 
5.133 -9.2759e-12 
5.1439 -9.17253e-12 
5.1548 -9.07141e-12 
5.1657 -8.97247e-12 
5.1766 -8.87561e-12 
5.1875 -8.7807e-12 
5.1984 -8.68772e-12 
5.2093 -8.59657e-12 
5.2202 -8.50719e-12 
5.2311 -8.41948e-12 
5.242 -8.33344e-12 
5.2529 -8.24897e-12 
5.2638 -8.16604e-12 
5.2747 -8.08458e-12 
5.2856 -8.00456e-12 
5.2965 -7.92594e-12 
5.3074 -7.84867e-12 
5.3183 -7.77271e-12 
5.3292 -7.69803e-12 
5.3401 -7.62458e-12 
5.351 -7.55234e-12 
5.3619 -7.48127e-12 
5.3728 -7.41135e-12 
5.3837 -7.34254e-12 
